hgnc_symbol	uniprot_id	uniprot_swissprot	uniprot_trembl	ensembl_gene_id	description
DNAJC5	Q9H3Z4	Q9H3Z4		ENSG00000101152	DnaJ heat shock protein family (Hsp40) member C5 [Source:HGNC Symbol;Acc:HGNC:16235]
PGD	K7EM49		K7EM49	ENSG00000142657	phosphogluconate dehydrogenase [Source:HGNC Symbol;Acc:HGNC:8891]
UGT1A6	P19224	P19224		ENSG00000167165	UDP glucuronosyltransferase family 1 member A6 [Source:HGNC Symbol;Acc:HGNC:12538]
SAXO5	M0QYK1		M0QYK1	ENSG00000198723	stabilizer of axonemal microtubules 5 [Source:HGNC Symbol;Acc:HGNC:24745]
SNCB	Q16143	Q16143		ENSG00000074317	synuclein beta [Source:HGNC Symbol;Acc:HGNC:11140]
GPR162	Q16538	Q16538		ENSG00000250510	G protein-coupled receptor 162 [Source:HGNC Symbol;Acc:HGNC:16693]
AHI1	H0YDL1		H0YDL1	ENSG00000135541	Abelson helper integration site 1 [Source:HGNC Symbol;Acc:HGNC:21575]
UGT1A1	P22309	P22309	Q5DT03	ENSG00000241635	UDP glucuronosyltransferase family 1 member A1 [Source:HGNC Symbol;Acc:HGNC:12530]
UCKL1	Q9NWZ5	Q9NWZ5		ENSG00000198276	uridine-cytidine kinase 1 like 1 [Source:HGNC Symbol;Acc:HGNC:15938]
NXF1	Q9UBU9	Q9UBU9		ENSG00000162231	nuclear RNA export factor 1 [Source:HGNC Symbol;Acc:HGNC:8071]
GPC3	P51654	P51654	I6QTG3	ENSG00000147257	glypican 3 [Source:HGNC Symbol;Acc:HGNC:4451]
HJURP	H7C0I6		H7C0I6	ENSG00000123485	Holliday junction recognition protein [Source:HGNC Symbol;Acc:HGNC:25444]
ZNF358	M0R2S5		M0R2S5	ENSG00000198816	zinc finger protein 358 [Source:HGNC Symbol;Acc:HGNC:16838]
CENPS-CORT	A0A087WT10		A0A087WT10	ENSG00000251503	CENPS-CORT readthrough [Source:HGNC Symbol;Acc:HGNC:38843]
CENPS	Q8N2Z9	Q8N2Z9		ENSG00000175279	centromere protein S [Source:HGNC Symbol;Acc:HGNC:23163]
EIF4E1B	A6NMX2	A6NMX2		ENSG00000175766	eukaryotic translation initiation factor 4E family member 1B [Source:HGNC Symbol;Acc:HGNC:33179]
ZNF512B	Q96KM6	Q96KM6		ENSG00000196700	zinc finger protein 512B [Source:HGNC Symbol;Acc:HGNC:29212]
AVPR2	F8WET1		F8WET1	ENSG00000126895	arginine vasopressin receptor 2 [Source:HGNC Symbol;Acc:HGNC:897]
ACBD4	Q8NC06	Q8NC06		ENSG00000181513	acyl-CoA binding domain containing 4 [Source:HGNC Symbol;Acc:HGNC:23337]
SAMD10	Q9BYL1	Q9BYL1		ENSG00000130590	sterile alpha motif domain containing 10 [Source:HGNC Symbol;Acc:HGNC:16129]
PRRG3	A0A6I8PL69		A0A6I8PL69	ENSG00000130032	proline rich and Gla domain 3 [Source:HGNC Symbol;Acc:HGNC:30798]
MAEA	E7ESC7		E7ESC7	ENSG00000090316	macrophage erythroblast attacher, E3 ubiquitin ligase [Source:HGNC Symbol;Acc:HGNC:13731]
P3H3	Q8IVL6	Q8IVL6		ENSG00000110811	prolyl 3-hydroxylase 3 [Source:HGNC Symbol;Acc:HGNC:19318]
DFFA	O00273	O00273		ENSG00000160049	DNA fragmentation factor subunit alpha [Source:HGNC Symbol;Acc:HGNC:2772]
H2AZ2	Q71UI9	Q71UI9		ENSG00000105968	H2A.Z variant histone 2 [Source:HGNC Symbol;Acc:HGNC:20664]
MCOLN1	Q9GZU1	Q9GZU1		ENSG00000090674	mucolipin TRP cation channel 1 [Source:HGNC Symbol;Acc:HGNC:13356]
CNGA2	Q16280	Q16280		ENSG00000183862	cyclic nucleotide gated channel subunit alpha 2 [Source:HGNC Symbol;Acc:HGNC:2149]
GLE1	A0A804HJ70		A0A804HJ70	ENSG00000119392	GLE1 RNA export mediator [Source:HGNC Symbol;Acc:HGNC:4315]
SNRPE	P62304	P62304		ENSG00000182004	small nuclear ribonucleoprotein polypeptide E [Source:HGNC Symbol;Acc:HGNC:11161]
TIGD5	Q53EQ6	Q53EQ6		ENSG00000179886	tigger transposable element derived 5 [Source:HGNC Symbol;Acc:HGNC:18336]
PURB	Q96QR8	Q96QR8		ENSG00000146676	purine rich element binding protein B [Source:HGNC Symbol;Acc:HGNC:9702]
HEXIM1	O94992	O94992		ENSG00000186834	HEXIM P-TEFb complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:24953]
MFN1	Q8IWA4	Q8IWA4		ENSG00000171109	mitofusin 1 [Source:HGNC Symbol;Acc:HGNC:18262]
PYCR3	Q53H96	Q53H96		ENSG00000104524	pyrroline-5-carboxylate reductase 3 [Source:HGNC Symbol;Acc:HGNC:25846]
TSPAN17	J3KNG2		J3KNG2	ENSG00000048140	tetraspanin 17 [Source:HGNC Symbol;Acc:HGNC:13594]
YPEL4	E9PRC4		E9PRC4	ENSG00000166793	yippee like 4 [Source:HGNC Symbol;Acc:HGNC:18328]
SYP	P08247	P08247		ENSG00000102003	synaptophysin [Source:HGNC Symbol;Acc:HGNC:11506]
GFUS	H0YCP7		H0YCP7	ENSG00000104522	GDP-L-fucose synthase [Source:HGNC Symbol;Acc:HGNC:12390]
FURIN	P09958	P09958		ENSG00000140564	furin, paired basic amino acid cleaving enzyme [Source:HGNC Symbol;Acc:HGNC:8568]
GBF1	A0A7I2V3Q4		A0A7I2V3Q4	ENSG00000107862	golgi brefeldin A resistant guanine nucleotide exchange factor 1 [Source:HGNC Symbol;Acc:HGNC:4181]
SRFBP1	Q8NEF9	Q8NEF9		ENSG00000151304	serum response factor binding protein 1 [Source:HGNC Symbol;Acc:HGNC:26333]
STS	A0A590UJT4		A0A590UJT4	ENSG00000101846	steroid sulfatase [Source:HGNC Symbol;Acc:HGNC:11425]
ISG20	Q96AZ6	Q96AZ6	H3BLY5	ENSG00000172183	interferon stimulated exonuclease gene 20 [Source:HGNC Symbol;Acc:HGNC:6130]
SMPDL3B	Q92485	Q92485		ENSG00000130768	sphingomyelin phosphodiesterase acid like 3B [Source:HGNC Symbol;Acc:HGNC:21416]
NMT1	P30419	P30419		ENSG00000136448	N-myristoyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:7857]
ESCO1	Q5FWF5	Q5FWF5		ENSG00000141446	establishment of sister chromatid cohesion N-acetyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:24645]
MACROD2	A1Z1Q3	A1Z1Q3		ENSG00000172264	mono-ADP ribosylhydrolase 2 [Source:HGNC Symbol;Acc:HGNC:16126]
GNB3	A0A6Q8PF84		A0A6Q8PF84	ENSG00000111664	G protein subunit beta 3 [Source:HGNC Symbol;Acc:HGNC:4400]
XKR8	A0A6Q8PGR5		A0A6Q8PGR5	ENSG00000158156	XK related 8 [Source:HGNC Symbol;Acc:HGNC:25508]
UBAP1	Q9NZ09	Q9NZ09		ENSG00000165006	ubiquitin associated protein 1 [Source:HGNC Symbol;Acc:HGNC:12461]
PNPLA4	P41247	P41247		ENSG00000006757	patatin like phospholipase domain containing 4 [Source:HGNC Symbol;Acc:HGNC:24887]
FAM89A	Q96GI7	Q96GI7		ENSG00000182118	family with sequence similarity 89 member A [Source:HGNC Symbol;Acc:HGNC:25057]
MRPL48	F5H4A2		F5H4A2	ENSG00000175581	mitochondrial ribosomal protein L48 [Source:HGNC Symbol;Acc:HGNC:16653]
NDUFA6	P56556	P56556		ENSG00000184983	NADH:ubiquinone oxidoreductase subunit A6 [Source:HGNC Symbol;Acc:HGNC:7690]
UVSSA	A0A7I2V554		A0A7I2V554	ENSG00000163945	UV stimulated scaffold protein A [Source:HGNC Symbol;Acc:HGNC:29304]
MYORG	Q6NSJ0	Q6NSJ0		ENSG00000164976	myogenesis regulating glycosidase [Source:HGNC Symbol;Acc:HGNC:19918]
FLRT3	Q9NZU0	Q9NZU0		ENSG00000125848	fibronectin leucine rich transmembrane protein 3 [Source:HGNC Symbol;Acc:HGNC:3762]
CHIC1	Q5VXU3	Q5VXU3		ENSG00000204116	cysteine rich hydrophobic domain 1 [Source:HGNC Symbol;Acc:HGNC:1934]
LOX	P28300	P28300	D0PNI2	ENSG00000113083	lysyl oxidase [Source:HGNC Symbol;Acc:HGNC:6664]
HAPSTR2	A0A7P0TBJ1	A0A7P0TBJ1		ENSG00000230707	HUWE1 associated protein modifying stress responses 2 [Source:HGNC Symbol;Acc:HGNC:55138]
KIF24	Q5T7B8	Q5T7B8		ENSG00000186638	kinesin family member 24 [Source:HGNC Symbol;Acc:HGNC:19916]
NKX1-1	Q15270	Q15270		ENSG00000235608	NK1 homeobox 1 [Source:HGNC Symbol;Acc:HGNC:24975]
PLXDC1	Q8IUK5	Q8IUK5		ENSG00000161381	plexin domain containing 1 [Source:HGNC Symbol;Acc:HGNC:20945]
C1orf131	Q5TBH9		Q5TBH9	ENSG00000143633	chromosome 1 open reading frame 131 [Source:HGNC Symbol;Acc:HGNC:25332]
FAM156B	A0A087X2H2		A0A087X2H2	ENSG00000179304	family with sequence similarity 156 member B [Source:HGNC Symbol;Acc:HGNC:31962]
ZNF623	O75123	O75123		ENSG00000183309	zinc finger protein 623 [Source:HGNC Symbol;Acc:HGNC:29084]
ZNF483	Q8TF39	Q8TF39		ENSG00000173258	zinc finger protein 483 [Source:HGNC Symbol;Acc:HGNC:23384]
CYP2D6	H7BY38		H7BY38	ENSG00000100197	cytochrome P450 family 2 subfamily D member 6 [Source:HGNC Symbol;Acc:HGNC:2625]
TRPM8	Q7Z2W7	Q7Z2W7	W8DTH1	ENSG00000144481	transient receptor potential cation channel subfamily M member 8 [Source:HGNC Symbol;Acc:HGNC:17961]
DCAF8L2	P0C7V8	P0C7V8		ENSG00000189186	DDB1 and CUL4 associated factor 8 like 2 [Source:HGNC Symbol;Acc:HGNC:31811]
MAGEA6	P43360	P43360		ENSG00000197172	MAGE family member A6 [Source:HGNC Symbol;Acc:HGNC:6804]
HTRA3	P83110	P83110		ENSG00000170801	HtrA serine peptidase 3 [Source:HGNC Symbol;Acc:HGNC:30406]
GNB4	Q9HAV0	Q9HAV0		ENSG00000114450	G protein subunit beta 4 [Source:HGNC Symbol;Acc:HGNC:20731]
MID1IP1	Q9NPA3	Q9NPA3		ENSG00000165175	MID1 interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:20715]
TOE1	Q96GM8	Q96GM8		ENSG00000132773	target of EGR1, exonuclease [Source:HGNC Symbol;Acc:HGNC:15954]
MAGED4B	H0Y937		H0Y937	ENSG00000187243	MAGE family member D4B [Source:HGNC Symbol;Acc:HGNC:22880]
TESK2	Q96S53	Q96S53		ENSG00000070759	testis associated actin remodelling kinase 2 [Source:HGNC Symbol;Acc:HGNC:11732]
SMDT1	F8WDX6		F8WDX6	ENSG00000183172	single-pass membrane protein with aspartate rich tail 1 [Source:HGNC Symbol;Acc:HGNC:25055]
DBNL	Q9UJU6	Q9UJU6		ENSG00000136279	drebrin like [Source:HGNC Symbol;Acc:HGNC:2696]
RANBP1	F8WCY3		F8WCY3	ENSG00000099901	RAN binding protein 1 [Source:HGNC Symbol;Acc:HGNC:9847]
L3MBTL1	A0A3B3ISV7		A0A3B3ISV7	ENSG00000185513	L3MBTL histone methyl-lysine binding protein 1 [Source:HGNC Symbol;Acc:HGNC:15905]
FAM168B	A1KXE4	A1KXE4		ENSG00000152102	family with sequence similarity 168 member B [Source:HGNC Symbol;Acc:HGNC:27016]
CCDC163	A0A0D9SF12	A0A0D9SF12		ENSG00000280670	CCDC163 homolog [Source:HGNC Symbol;Acc:HGNC:27003]
HEATR5B	H7C2X3		H7C2X3	ENSG00000008869	HEAT repeat containing 5B [Source:HGNC Symbol;Acc:HGNC:29273]
HERC5	Q9UII4	Q9UII4		ENSG00000138646	HECT and RLD domain containing E3 ubiquitin protein ligase 5 [Source:HGNC Symbol;Acc:HGNC:24368]
ARL5C	A6NH57	A6NH57		ENSG00000141748	ADP ribosylation factor like GTPase 5C [Source:HGNC Symbol;Acc:HGNC:31111]
PYURF	Q96I23	Q96I23		ENSG00000145337	PIGY upstream open reading frame [Source:HGNC Symbol;Acc:HGNC:44317]
ACIN1	G3V3B0		G3V3B0	ENSG00000100813	apoptotic chromatin condensation inducer 1 [Source:HGNC Symbol;Acc:HGNC:17066]
PIGY	Q3MUY2	Q3MUY2		ENSG00000255072	phosphatidylinositol glycan anchor biosynthesis class Y [Source:HGNC Symbol;Acc:HGNC:28213]
LRRC23	C9JKE8		C9JKE8	ENSG00000010626	leucine rich repeat containing 23 [Source:HGNC Symbol;Acc:HGNC:19138]
MMACHC	Q9Y4U1	Q9Y4U1		ENSG00000132763	metabolism of cobalamin associated C [Source:HGNC Symbol;Acc:HGNC:24525]
STAC2	Q6ZMT1	Q6ZMT1	D0IN09	ENSG00000141750	SH3 and cysteine rich domain 2 [Source:HGNC Symbol;Acc:HGNC:23990]
PTGR1	Q14914	Q14914		ENSG00000106853	prostaglandin reductase 1 [Source:HGNC Symbol;Acc:HGNC:18429]
GASK1B	Q6UWH4	Q6UWH4		ENSG00000164125	golgi associated kinase 1B [Source:HGNC Symbol;Acc:HGNC:25312]
PHF21B	B1AHC5		B1AHC5	ENSG00000056487	PHD finger protein 21B [Source:HGNC Symbol;Acc:HGNC:25161]
DNAJC25	Q9H1X3	Q9H1X3		ENSG00000059769	DnaJ heat shock protein family (Hsp40) member C25 [Source:HGNC Symbol;Acc:HGNC:34187]
ACTL6A	O96019	O96019		ENSG00000136518	actin like 6A [Source:HGNC Symbol;Acc:HGNC:24124]
DNAJC25-GNG10	A0A024R161		A0A024R161	ENSG00000244115	DNAJC25-GNG10 readthrough [Source:HGNC Symbol;Acc:HGNC:37501]
CEBPZOS	A8MTT3	A8MTT3		ENSG00000218739	CEBPZ opposite strand [Source:HGNC Symbol;Acc:HGNC:49288]
SLC16A5	O15375	O15375		ENSG00000170190	solute carrier family 16 member 5 [Source:HGNC Symbol;Acc:HGNC:10926]
GNG10	P50151	P50151		ENSG00000242616	G protein subunit gamma 10 [Source:HGNC Symbol;Acc:HGNC:4402]
TMEM191B	P0C7N4	P0C7N4		ENSG00000278558	transmembrane protein 191B [Source:HGNC Symbol;Acc:HGNC:33600]
SSX2	Q16385	Q16385		ENSG00000241476	SSX family member 2 [Source:HGNC Symbol;Acc:HGNC:11336]
ARMC7	Q9H6L4	Q9H6L4		ENSG00000125449	armadillo repeat containing 7 [Source:HGNC Symbol;Acc:HGNC:26168]
ENO2	F5H1C3		F5H1C3	ENSG00000111674	enolase 2 [Source:HGNC Symbol;Acc:HGNC:3353]
GCSAML	E9PLW0		E9PLW0	ENSG00000169224	germinal center associated signaling and motility like [Source:HGNC Symbol;Acc:HGNC:29583]
UGCG	Q16739	Q16739		ENSG00000148154	UDP-glucose ceramide glucosyltransferase [Source:HGNC Symbol;Acc:HGNC:12524]
TMEM67	A0A804HL43		A0A804HL43	ENSG00000164953	transmembrane protein 67 [Source:HGNC Symbol;Acc:HGNC:28396]
VCX	Q9H320	Q9H320		ENSG00000182583	variable charge X-linked [Source:HGNC Symbol;Acc:HGNC:12667]
MYH11	P35749	P35749		ENSG00000276480	myosin heavy chain 11 [Source:HGNC Symbol;Acc:HGNC:7569]
SERTM2	A0A1B0GWG4	A0A1B0GWG4		ENSG00000260802	serine rich and transmembrane domain containing 2 [Source:HGNC Symbol;Acc:HGNC:48576]
CEBPZ	Q03701	Q03701		ENSG00000115816	CCAAT enhancer binding protein zeta [Source:HGNC Symbol;Acc:HGNC:24218]
PNPLA6	Q8IY17	Q8IY17		ENSG00000032444	patatin like phospholipase domain containing 6 [Source:HGNC Symbol;Acc:HGNC:16268]
NT5C	J3KSY6		J3KSY6	ENSG00000125458	5', 3'-nucleotidase, cytosolic [Source:HGNC Symbol;Acc:HGNC:17144]
PGAM2	P15259	P15259		ENSG00000164708	phosphoglycerate mutase 2 [Source:HGNC Symbol;Acc:HGNC:8889]
CHURC1-FNTB	H0YIM3		H0YIM3	ENSG00000125954	CHURC1-FNTB readthrough [Source:HGNC Symbol;Acc:HGNC:42960]
NDUFAF7	B4E0W7		B4E0W7	ENSG00000003509	NADH:ubiquinone oxidoreductase complex assembly factor 7 [Source:HGNC Symbol;Acc:HGNC:28816]
RGN	Q15493	Q15493		ENSG00000130988	regucalcin [Source:HGNC Symbol;Acc:HGNC:9989]
MRPL47	Q9HD33	Q9HD33		ENSG00000136522	mitochondrial ribosomal protein L47 [Source:HGNC Symbol;Acc:HGNC:16652]
PAAF1	Q9BRP4	Q9BRP4		ENSG00000175575	proteasomal ATPase associated factor 1 [Source:HGNC Symbol;Acc:HGNC:25687]
OR2G2	Q8NGZ5	Q8NGZ5		ENSG00000177489	olfactory receptor family 2 subfamily G member 2 [Source:HGNC Symbol;Acc:HGNC:15007]
OR2G3	Q8NGZ4	Q8NGZ4	A0A126GVX0	ENSG00000177476	olfactory receptor family 2 subfamily G member 3 [Source:HGNC Symbol;Acc:HGNC:15008]
CPN2	P22792	P22792		ENSG00000178772	carboxypeptidase N subunit 2 [Source:HGNC Symbol;Acc:HGNC:2313]
LRRC15	Q8TF66	Q8TF66		ENSG00000172061	leucine rich repeat containing 15 [Source:HGNC Symbol;Acc:HGNC:20818]
SHOC1	A0A804HLJ8		A0A804HLJ8	ENSG00000165181	shortage in chiasmata 1 [Source:HGNC Symbol;Acc:HGNC:26535]
CHRM3	P20309	P20309		ENSG00000133019	cholinergic receptor muscarinic 3 [Source:HGNC Symbol;Acc:HGNC:1952]
CLEC4M	A0A7P0MMK7		A0A7P0MMK7	ENSG00000104938	C-type lectin domain family 4 member M [Source:HGNC Symbol;Acc:HGNC:13523]
RAB15	P59190	P59190		ENSG00000139998	RAB15, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:20150]
KLF10	Q13118	Q13118		ENSG00000155090	KLF transcription factor 10 [Source:HGNC Symbol;Acc:HGNC:11810]
LSG1	Q9H089	Q9H089		ENSG00000041802	large 60S subunit nuclear export GTPase 1 [Source:HGNC Symbol;Acc:HGNC:25652]
NPIPA7	E9PJI5	E9PJI5		ENSG00000277983	nuclear pore complex interacting protein family member A7 [Source:HGNC Symbol;Acc:HGNC:41982]
JPT1	Q9UK76	Q9UK76		ENSG00000189159	Jupiter microtubule associated homolog 1 [Source:HGNC Symbol;Acc:HGNC:14569]
FAM43A	Q8N2R8	Q8N2R8		ENSG00000185112	family with sequence similarity 43 member A [Source:HGNC Symbol;Acc:HGNC:26888]
NCS1	P62166	P62166		ENSG00000107130	neuronal calcium sensor 1 [Source:HGNC Symbol;Acc:HGNC:3953]
EEIG2	Q5T8I3	Q5T8I3		ENSG00000162636	EEIG family member 2 [Source:HGNC Symbol;Acc:HGNC:27637]
ATN1	P54259	P54259		ENSG00000111676	atrophin 1 [Source:HGNC Symbol;Acc:HGNC:3033]
CPEB2	A0A5K1VW93		A0A5K1VW93	ENSG00000137449	cytoplasmic polyadenylation element binding protein 2 [Source:HGNC Symbol;Acc:HGNC:21745]
POFUT1	A0A9L9PY15		A0A9L9PY15	ENSG00000101346	protein O-fucosyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:14988]
POLM	Q9NP87	Q9NP87		ENSG00000122678	DNA polymerase mu [Source:HGNC Symbol;Acc:HGNC:9185]
KCNU1	E5RGP7		E5RGP7	ENSG00000215262	potassium calcium-activated channel subfamily U member 1 [Source:HGNC Symbol;Acc:HGNC:18867]
IMPA2	K7EII9		K7EII9	ENSG00000141401	inositol monophosphatase 2 [Source:HGNC Symbol;Acc:HGNC:6051]
C12orf57	Q99622	Q99622		ENSG00000111678	chromosome 12 open reading frame 57 [Source:HGNC Symbol;Acc:HGNC:29521]
NANP	Q8TBE9	Q8TBE9		ENSG00000170191	N-acetylneuraminic acid phosphatase [Source:HGNC Symbol;Acc:HGNC:16140]
IQCM	A0A1B0GVH7	A0A1B0GVH7		ENSG00000234828	IQ motif containing M [Source:HGNC Symbol;Acc:HGNC:53443]
BHLHE40	O14503	O14503	Q6IB83	ENSG00000134107	basic helix-loop-helix family member e40 [Source:HGNC Symbol;Acc:HGNC:1046]
FNTB	P49356	P49356	A0A384MEJ5	ENSG00000257365	farnesyltransferase, CAAX box, subunit beta [Source:HGNC Symbol;Acc:HGNC:3785]
ZNF337	Q9Y3M9	Q9Y3M9		ENSG00000130684	zinc finger protein 337 [Source:HGNC Symbol;Acc:HGNC:15809]
RBM10	P98175	P98175	A0A0S2Z4W4	ENSG00000182872	RNA binding motif protein 10 [Source:HGNC Symbol;Acc:HGNC:9896]
KIR2DL2	Q8N742		Q8N742	ENSG00000273661	killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 2 [Source:HGNC Symbol;Acc:HGNC:6330]
ARL8B	F8WAW5		F8WAW5	ENSG00000134108	ADP ribosylation factor like GTPase 8B [Source:HGNC Symbol;Acc:HGNC:25564]
SUMO2	P61956	P61956		ENSG00000188612	small ubiquitin like modifier 2 [Source:HGNC Symbol;Acc:HGNC:11125]
PRKD3	O94806	O94806		ENSG00000115825	protein kinase D3 [Source:HGNC Symbol;Acc:HGNC:9408]
DNAJB13	P59910	P59910		ENSG00000187726	DnaJ heat shock protein family (Hsp40) member B13 [Source:HGNC Symbol;Acc:HGNC:30718]
ASS1	P00966	P00966	Q5T6L4	ENSG00000130707	argininosuccinate synthase 1 [Source:HGNC Symbol;Acc:HGNC:758]
NUP85	J3KSH3		J3KSH3	ENSG00000125450	nucleoporin 85 [Source:HGNC Symbol;Acc:HGNC:8734]
MRPL52	Q86TS9	Q86TS9		ENSG00000172590	mitochondrial ribosomal protein L52 [Source:HGNC Symbol;Acc:HGNC:16655]
EDEM1	F8WER9		F8WER9	ENSG00000134109	ER degradation enhancing alpha-mannosidase like protein 1 [Source:HGNC Symbol;Acc:HGNC:18967]
QPCT	A0A3B3IUD5		A0A3B3IUD5	ENSG00000115828	glutaminyl-peptide cyclotransferase [Source:HGNC Symbol;Acc:HGNC:9753]
PTPN6	F5H5H9		F5H5H9	ENSG00000111679	protein tyrosine phosphatase non-receptor type 6 [Source:HGNC Symbol;Acc:HGNC:9658]
ZNF189	O75820	O75820		ENSG00000136870	zinc finger protein 189 [Source:HGNC Symbol;Acc:HGNC:12980]
HENMT1	Q5T8I9	Q5T8I9		ENSG00000162639	HEN methyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:26400]
UCP3	P55916	P55916	A0A0S2Z4G5	ENSG00000175564	uncoupling protein 3 [Source:HGNC Symbol;Acc:HGNC:12519]
CDC42EP3	Q9UKI2	Q9UKI2		ENSG00000163171	CDC42 effector protein 3 [Source:HGNC Symbol;Acc:HGNC:16943]
ST6GALNAC6	F6SGE3		F6SGE3	ENSG00000160408	ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 6 [Source:HGNC Symbol;Acc:HGNC:23364]
TSR3	Q9UJK0	Q9UJK0		ENSG00000007520	TSR3 ribosome maturation factor [Source:HGNC Symbol;Acc:HGNC:14175]
PRPF38B	Q5VTL8	Q5VTL8		ENSG00000134186	pre-mRNA processing factor 38B [Source:HGNC Symbol;Acc:HGNC:25512]
YKT6	O15498	O15498	A4D2J0	ENSG00000106636	YKT6 v-SNARE homolog [Source:HGNC Symbol;Acc:HGNC:16959]
CEP250	Q5JWS5		Q5JWS5	ENSG00000126001	centrosomal protein 250 [Source:HGNC Symbol;Acc:HGNC:1859]
CCDC196	A0A286YFE0		A0A286YFE0	ENSG00000196553	coiled-coil domain containing 196 [Source:HGNC Symbol;Acc:HGNC:20100]
FGL2	Q14314	Q14314	A4D1B8	ENSG00000127951	fibrinogen like 2 [Source:HGNC Symbol;Acc:HGNC:3696]
FNDC7	Q5VTL7	Q5VTL7		ENSG00000143107	fibronectin type III domain containing 7 [Source:HGNC Symbol;Acc:HGNC:26668]
AKIRIN2	Q53H80	Q53H80		ENSG00000135334	akirin 2 [Source:HGNC Symbol;Acc:HGNC:21407]
ZDHHC22	Q8N966	Q8N966		ENSG00000177108	zinc finger DHHC-type palmitoyltransferase 22 [Source:HGNC Symbol;Acc:HGNC:20106]
PPME1	Q9Y570	Q9Y570	A0A140VK39	ENSG00000214517	protein phosphatase methylesterase 1 [Source:HGNC Symbol;Acc:HGNC:30178]
SPACA1	Q9HBV2	Q9HBV2		ENSG00000118434	sperm acrosome associated 1 [Source:HGNC Symbol;Acc:HGNC:14967]
CCDC66	C9JYB8		C9JYB8	ENSG00000180376	coiled-coil domain containing 66 [Source:HGNC Symbol;Acc:HGNC:27709]
ZNF658	A0A087WVA2		A0A087WVA2	ENSG00000274349	zinc finger protein 658 [Source:HGNC Symbol;Acc:HGNC:25226]
ZNF48	E9PJ50		E9PJ50	ENSG00000180035	zinc finger protein 48 [Source:HGNC Symbol;Acc:HGNC:13114]
ZNF771	Q7L3S4	Q7L3S4		ENSG00000179965	zinc finger protein 771 [Source:HGNC Symbol;Acc:HGNC:29653]
ENTREP1	Q15884	Q15884		ENSG00000135063	endosomal transmembrane epsin interactor 1 [Source:HGNC Symbol;Acc:HGNC:24820]
STXBP3	O00186	O00186		ENSG00000116266	syntaxin binding protein 3 [Source:HGNC Symbol;Acc:HGNC:11446]
OSBP2	Q969R2	Q969R2		ENSG00000184792	oxysterol binding protein 2 [Source:HGNC Symbol;Acc:HGNC:8504]
LAT2	C9JDY7		C9JDY7	ENSG00000086730	linker for activation of T cells family member 2 [Source:HGNC Symbol;Acc:HGNC:12749]
SEPHS2	Q99611	Q99611		ENSG00000179918	selenophosphate synthetase 2 [Source:HGNC Symbol;Acc:HGNC:19686]
KCNJ1	P48048	P48048		ENSG00000151704	potassium inwardly rectifying channel subfamily J member 1 [Source:HGNC Symbol;Acc:HGNC:6255]
ZNF768	Q9H5H4	Q9H5H4		ENSG00000169957	zinc finger protein 768 [Source:HGNC Symbol;Acc:HGNC:26273]
TMEM167B	Q9NRX6	Q9NRX6		ENSG00000215717	transmembrane protein 167B [Source:HGNC Symbol;Acc:HGNC:30187]
KIAA0319	A0A087X0U9		A0A087X0U9	ENSG00000137261	KIAA0319 [Source:HGNC Symbol;Acc:HGNC:21580]
OR2K2	Q8NGT1	Q8NGT1	A0A0C4DFP3	ENSG00000171133	olfactory receptor family 2 subfamily K member 2 [Source:HGNC Symbol;Acc:HGNC:8264]
TUSC1	Q2TAM9	Q2TAM9		ENSG00000198680	tumor suppressor candidate 1 [Source:HGNC Symbol;Acc:HGNC:31010]
ZNF764	Q96H86	Q96H86		ENSG00000169951	zinc finger protein 764 [Source:HGNC Symbol;Acc:HGNC:28200]
ZNF785	H3BR67		H3BR67	ENSG00000197162	zinc finger protein 785 [Source:HGNC Symbol;Acc:HGNC:26496]
C9orf153	Q5TBE3	Q5TBE3		ENSG00000187753	chromosome 9 open reading frame 153 [Source:HGNC Symbol;Acc:HGNC:31456]
POLD4	Q9HCU8	Q9HCU8		ENSG00000175482	DNA polymerase delta 4, accessory subunit [Source:HGNC Symbol;Acc:HGNC:14106]
KLF9	Q13886	Q13886		ENSG00000119138	KLF transcription factor 9 [Source:HGNC Symbol;Acc:HGNC:1123]
NPM1	P06748	P06748	A0A0S2Z491	ENSG00000181163	nucleophosmin 1 [Source:HGNC Symbol;Acc:HGNC:7910]
ZNF689	Q96CS4	Q96CS4		ENSG00000156853	zinc finger protein 689 [Source:HGNC Symbol;Acc:HGNC:25173]
UBA1	P22314	P22314	A0A024R1A3	ENSG00000130985	ubiquitin like modifier activating enzyme 1 [Source:HGNC Symbol;Acc:HGNC:12469]
CLCF1	Q9UBD9	Q9UBD9		ENSG00000175505	cardiotrophin like cytokine factor 1 [Source:HGNC Symbol;Acc:HGNC:17412]
GSTZ1	O43708	O43708		ENSG00000100577	glutathione S-transferase zeta 1 [Source:HGNC Symbol;Acc:HGNC:4643]
